id,txnRefNumber,amount,type
8023,ua35ee5b0,232.22,sale
8024,u1dfa7064,282.36,sale
8025,ub3acb37d,949.47,sale
8026,u2cfe0050,58.25,sale
8027,ue748b54a,498.19,sale
8028,ue48aaa3f,593.11,sale
8029,uf1ef8926,910.38,sale
8030,ued492acc,814.0,sale
8031,u822d10ca,210.73,sale
8032,uc1893296,283.52,refund
8033,u0db634e1,836.5,refund
8034,uf283c51e,441.25,sale
8035,uf56f44ef,962.74,refund
8036,uf4c27496,732.27,refund
8037,u929f67ca,874.94,sale
8038,ua0bfb8d3,829.25,sale
8039,u4ccbcd91,452.46,sale
8040,u7a01e394,557.94,refund
8041,u71152ccd,555.89,refund
8042,u78409a7e,726.25,sale
8043,u62a9b828,865.29,sale
8044,uc19ad5ea,797.88,refund
8045,ufe774346,96.71,refund
8046,uf7fca023,983.63,refund
8047,u33b3a97a,51.58,refund
8048,uf0ed3d89,779.53,sale
8049,u8195b6ca,360.84,refund
8050,uaceb3646,597.71,refund
8051,uc0d6704c,648.68,sale
8052,u4cc4d138,47.06,refund
8053,u19a29d6b,394.5,sale
8054,u04f42046,500.34,sale
8055,u1c9eb07c,490.25,sale
8056,u10e03e4a,640.62,refund
8057,u168c4042,143.14,sale
8058,u160fc6d1,484.98,refund
8059,ud72d7de7,376.69,refund
8060,u73ed9e0e,705.39,refund
8061,udfc5885d,123.35,sale
8062,u290e091c,352.01,refund
8063,udc3ff773,822.98,refund
8064,u37d0225a,3.5,sale
8065,ub6b873b4,528.94,refund
8066,u3386c826,335.38,sale
8067,uf35e619d,874.04,sale
8068,u5b3117d1,285.51,sale
8069,u0ea278ec,783.36,sale
8070,u2e1b5752,1.47,refund
8071,ufc98e819,39.71,sale
8072,ubccaaf7a,37.34,sale
8073,u4ffebe0c,784.53,sale
8074,uc7474398,829.75,sale
8075,u0519b300,532.06,sale
8076,u814063ef,462.02,sale
8077,uc9990100,458.39,refund
8078,ub1f6f40d,123.47,refund
8079,ue6138929,228.14,sale
8080,ud11eefd2,620.32,sale
8081,u3714f784,845.56,sale
8082,u9d15983a,146.87,sale
8083,u4d6893cd,67.47,refund
8084,u4282765f,457.91,refund
8085,u650507af,151.13,sale
8086,u1aeaf7af,278.96,refund
8087,u893fd6a4,373.27,sale
8088,u7bfd7fb5,668.23,refund
8089,u793bf679,727.49,sale
8090,u8c498c02,708.69,sale
8091,u4a94abbd,927.21,sale
8092,u06204173,29.08,refund
8093,u9c6d0cb3,393.46,sale
8094,u12126bb9,73.04,refund
8095,u349cd921,401.2,refund
8096,u203faf31,247.83,sale
8097,u373f6a55,209.3,refund
8098,ub8b44a9b,418.98,refund
8099,u4bcdc34c,449.97,sale
8100,u88f8ae6b,720.57,sale
8101,uab585221,544.49,sale
8102,u2c27fde9,762.58,refund
8103,ud7b0cccd,747.09,refund
8104,uc7440928,399.96,refund
8105,u58f7cf2b,217.27,sale
8106,uf04f183f,240.73,sale
8107,u4063864b,193.1,sale
8108,u29dc1fbf,104.14,sale
8109,u17f7d8a0,820.13,sale
8110,ua59ee1c0,824.97,refund
8111,u4b845f27,470.11,sale
8112,u60d03600,749.12,sale
8113,u55068d4d,14.22,refund
8114,u8b3b5657,96.69,sale
8115,u76acc83b,213.52,sale
8116,ud432b7ff,28.13,refund
8117,u228e619e,687.71,sale
8118,u7d018ecc,272.9,refund
8119,ubbc2c6c7,791.64,sale
8120,ue4f3a1f8,573.72,sale
8121,uc43996a5,997.67,sale
8122,u093a9782,167.53,sale
8123,u38181758,338.1,sale
8124,ud4435c50,402.03,sale
8125,ubc1dc37b,177.3,refund
8126,u3b9ed3b2,863.57,refund
8127,u995c37b8,725.19,refund
8128,ueb80a344,718.58,sale
8129,uf7545c80,164.89,sale
8130,uf6c89363,128.58,refund
8131,u2c42f5b1,407.43,sale
8132,ud5ab557c,817.97,refund
8133,ubce1906a,863.76,sale
8134,ub75daa95,851.05,sale
8135,u3910fa74,452.53,refund
8136,udfc99150,649.84,sale
8137,ub28e9d88,84.91,sale
8138,u2856da46,722.67,refund
8139,u99fe7cd2,958.38,sale
8140,u675334f5,103.85,refund
8141,u896040f2,462.88,sale
8142,uc2f2b92d,416.17,refund
8143,ue951f3c4,367.18,sale
8144,u9e3d40a8,476.08,refund
8145,u651833f4,752.37,refund
8146,u14d3ef27,639.55,sale
8147,u27bfa269,799.63,sale
8148,ucd1db6a4,975.85,refund
8149,ued9d2fc8,30.79,refund
8150,u092a93b6,795.04,sale
8151,u4625d7ea,591.3,refund
8152,u90fc30a5,653.01,sale
8153,u97874899,876.32,sale
8154,u7f75f435,347.63,sale
8155,u7da837a2,472.96,refund
8156,u63c377ac,533.64,refund
8157,u326faf24,310.1,refund
8158,uc977705a,463.0,sale
8159,ub11f93be,119.14,sale
8160,ud50fa556,84.0,sale
8161,u719f7561,333.6,sale
8162,u7253fd6f,123.54,refund
8163,u2d162b16,368.98,sale
8164,u8a95c92e,171.44,sale
8165,u09e34cba,268.22,refund
8166,ue5bec6bd,627.75,refund
8167,uff1f210f,352.13,refund
8168,ua4ea5ac3,492.31,sale
8169,u24c5f696,296.68,refund
8170,u270ad110,348.0,sale
8171,ua8168e56,178.52,sale
8172,u9c18d308,655.37,refund
8173,ua1ab03e9,429.91,refund
8174,u42fdfaeb,483.53,refund
8175,u11fb0e94,66.8,refund
8176,u3348c344,321.75,sale
8177,u01330208,97.38,refund
8178,uf3d91eb5,832.94,refund
8179,ub82ec0c9,114.95,refund
8180,u588dbe80,760.15,sale
8181,u9f751854,188.12,refund
8182,uc9d7dff3,597.57,sale
8183,ud6033919,5.24,sale
8184,uf765d2a3,15.97,sale
8185,udaa61a95,183.63,sale
8186,u92946c94,438.26,refund
8187,ue3900954,246.61,sale
8188,u64b89cbc,508.21,sale
8189,u309d1d00,285.27,refund
8190,ubf66de9f,832.35,refund
8191,u9a4fd9fd,751.25,sale
8192,u43400c83,328.33,sale
8193,u77e909e1,477.0,sale
8194,u02695cec,713.26,sale
8195,ubd9f3eb7,473.02,refund
8196,u592b94b3,398.57,refund
8197,u51e5baeb,64.86,sale
8198,u3d700245,262.69,refund
8199,u2051009c,108.28,refund
8200,u3171a04d,971.35,sale
8201,u7f417094,980.33,sale
8202,u853b74cd,63.86,refund
8203,u0f75b561,299.88,sale
8204,ud9d9caa4,353.57,refund
8205,u39da3318,726.83,refund
8206,u604209cd,208.58,refund
8207,ue2d99ed5,279.78,refund
8208,ue976593d,586.2,refund
8209,u5469d841,810.41,refund
8210,u83d521a1,882.67,sale
8211,uafaa20c9,606.61,refund
8212,ufd6cea6e,647.73,refund
8213,ufa21d1f8,965.08,sale
8214,ua6e0b13b,573.84,sale
8215,uf4c11cef,281.87,sale
8216,u57c00354,268.8,sale
8217,u0804a149,286.78,refund
8218,ud92cf4d1,463.89,sale
8219,uf3e497db,307.86,sale
8220,u36243706,787.72,sale
8221,ud7cf5f9d,964.39,sale
8222,u5cafab77,69.31,sale
8223,uc1327e9f,425.55,sale
8224,ue02cd393,629.59,refund
8225,u5fe79103,534.27,sale
8226,u4fe8125a,912.14,sale
8227,ua984aba5,712.79,refund
8228,ua011d168,692.21,refund
8229,ua29c205e,821.66,refund
8230,uf8bbc76d,340.24,refund
8231,u1465b1c1,693.29,refund
8232,ubeb72036,144.66,refund
8233,u74d490a6,251.67,sale
8234,u24311276,815.89,sale
8235,u0946ac0c,38.0,refund
8236,u923b0a88,109.24,sale
8237,u73c68016,967.34,sale
8238,u94c4ae31,912.0,refund
8239,u3ffc0c05,635.48,sale
8240,u06b77aad,517.43,sale
8241,u8b1318b8,19.17,sale
8242,ueb837f42,733.17,refund
8243,udda38318,556.66,sale
8244,u0d543705,27.39,refund
8245,ud3170b65,190.67,refund
8246,u4f02869e,456.82,refund
8247,ub94e7c4f,62.42,refund
8248,u9d5abe84,451.52,sale
8249,uc3c21ee9,142.82,refund
8250,u3df793a1,602.69,sale
8251,ucdae4e64,253.28,sale
8252,ucf351a49,50.55,refund
8253,uf8b35b60,765.71,refund
8254,uf3fb5dcd,332.67,refund
8255,u99fb6322,814.63,sale
8256,uc1c419e6,95.05,sale
8257,uba28b270,884.37,refund
8258,u384df708,618.04,refund
8259,u05d3e455,888.63,sale
8260,u2c7268ae,419.95,refund
8261,ua495fafb,908.51,refund
8262,u1987ae2e,114.32,sale
8263,ubd4fbfcb,200.74,sale
8264,uf6296ca1,400.33,refund
8265,u3cbb31ec,789.85,sale
8266,uca490265,479.81,sale
8267,u4b13dcc5,65.96,sale
8268,u274743c9,484.34,sale
8269,u19f7a8b7,812.7,sale
8270,u36a749cd,198.75,refund
8271,uf8a22f12,582.35,sale
8272,ua0a71d1d,856.89,refund
8273,u1965ed55,213.53,refund
8274,u813e5130,793.08,refund
8275,ubd36859f,111.06,sale
8276,ucbbbd107,557.31,refund
8277,u7c78f92e,42.78,refund
8278,u9ba5fed7,54.36,refund
8279,ua66f69b5,365.32,sale
8280,ue0ee325e,976.69,sale
8281,uec19a6e9,850.42,refund
8282,u80be7759,244.96,sale
8283,uf172a8d3,215.62,refund
8284,ue514a26b,32.97,refund
8285,u72fd074a,187.02,refund
8286,ufca53a6e,184.82,sale
8287,u1ba52500,876.8,sale
8288,ubaa3483f,686.1,sale
8289,u77d1625e,437.04,refund
8290,u3d81234e,679.87,refund
8291,uca2f1d19,127.0,refund
8292,u2134f4b1,648.53,refund
8293,ub9ccb922,304.81,sale
8294,ue985519a,340.39,sale
8295,u14b79d98,453.0,sale
8296,ud62f91d3,958.22,sale
8297,u5759e45c,86.48,sale
8298,u4736e74b,915.41,sale
8299,u92a7999c,700.73,refund
8300,ua5d1ccca,597.26,sale
8301,u7717ae2d,846.65,sale
8302,u94eff027,918.61,sale
8303,u0b3c7278,100.62,sale
8304,u4ff60d8a,245.76,sale
8305,ubec5cf9f,977.43,sale
8306,u2dd33afe,365.51,refund
8307,uf32478f5,700.07,refund
8308,u4e2ff29a,879.22,refund
8309,uc8cff30d,493.67,sale
8310,uc9893ca9,839.28,sale
8311,u2d6776e8,363.75,sale
8312,u0cd6e7c7,484.82,refund
8313,ub57100a6,907.58,refund
8314,uc42e3007,557.41,sale
8315,u930c4a90,273.01,sale
8316,uf869f0c2,714.89,refund
8317,ufddcdb83,108.12,refund
8318,u4b6c7353,758.71,refund
8319,ub92d0dfe,722.76,refund
8320,udf05b77f,116.91,sale
8321,u6aa73d4b,529.56,refund
8322,u4c24d938,947.52,sale
8323,uff14aa9c,920.11,sale
8324,u5edb08ac,272.72,refund
8325,u1568ac81,431.4,refund
8326,uf54f9b8e,921.07,sale
8327,ufde10ee5,767.84,sale
8328,u314db823,654.0,refund
8329,u4e5724be,489.74,refund
8330,u7ff34070,117.33,sale
8331,u202a76ca,124.72,refund
8332,u5564ba89,245.1,refund
8333,u4d784275,360.5,sale
8334,u25aed775,961.69,sale
8335,ud9c4dfc8,554.49,refund
8336,ueb83d3dd,329.69,sale
8337,u663a0dd1,654.54,refund
8338,u274b2570,186.64,refund
8339,uee781edd,919.66,refund
8340,ube5f4480,239.73,refund
8341,u7158b29b,115.7,sale
8342,u0726030f,964.46,sale
8343,u5bc78b2d,739.07,refund
8344,uc92078da,267.15,sale
8345,uf0494792,655.1,refund
8346,uff0fea20,148.53,refund
8347,u0c972b07,359.11,sale
8348,u8cd78d78,714.06,refund
8349,ufb83c5ec,205.39,sale
8350,u949e38fb,813.86,refund
8351,ue2996658,623.24,refund
8352,u53ee234a,682.33,sale
8353,u44ab429f,843.85,refund
8354,uf1ab3163,484.36,sale
8355,uc540c8d8,278.5,refund
8356,u038dfd08,70.02,sale
8357,u82e67b5d,786.41,sale
8358,u171d512b,639.7,sale
8359,ufd2fff52,804.95,sale
8360,ub9f36832,496.4,refund
8361,u09f93307,536.2,sale
8362,u56bf9d95,697.99,refund
8363,u71ef2b07,376.87,sale
8364,uf81796e4,705.54,refund
8365,u46986d52,612.44,sale
8366,u6edcd07c,914.01,sale
8367,u226ab412,385.55,sale
8368,u2a161a98,815.57,refund
8369,u486c004a,432.85,refund
8370,uea1acb8d,113.62,sale
8371,ua2f3e714,912.32,refund
8372,ueb4ebb2c,614.21,sale
8373,u0c5b4c22,929.57,refund
8374,u7ed88b78,336.15,sale
8375,ue4464c1a,822.82,sale
8376,uef048d46,823.51,sale
8377,u2b253693,444.99,sale
8378,u56f72dcf,189.57,sale
8379,u1d59cc05,776.83,sale
8380,u05db24da,518.21,refund
8381,ua9ccdb37,404.24,sale
8382,u756a4801,585.43,refund
8383,uee046c05,129.83,sale
8384,uc09650ca,368.09,sale
8385,ua9b0ace0,429.77,sale
8386,u0e424edd,893.55,sale
8387,u521412d1,423.34,sale
8388,u3fc4c1ce,747.4,refund
8389,u63cbf19b,50.91,sale
8390,ub9aa501c,147.84,refund
8391,uc249bc54,218.09,sale
8392,u7712bb35,600.18,refund
8393,u0dd5ae94,281.19,sale
8394,ue1cf4345,99.73,sale
8395,u49ab7d50,855.59,refund
8396,u3a5238fd,177.13,sale
8397,u92c9424b,873.95,sale
8398,u69b91d35,208.85,refund
8399,u4165bff5,563.75,sale
8400,u0200b75d,221.4,refund
8401,u04ba30cd,857.58,sale
8402,u7c431c94,976.64,refund
8403,uaa52d95c,420.82,sale
8404,ue16c609a,446.91,refund
8405,ucc64541b,669.76,refund
8406,u003a3c68,113.4,refund
8407,u62ae98c0,197.83,refund
8408,u87f190bf,429.04,refund
8409,ue829d1ac,323.45,refund
8410,ufe55ee2b,57.5,refund
8411,u660bbfa5,72.74,refund
8412,u202a82a4,793.2,refund
8413,u18e21f14,910.45,sale
8414,u9e55debd,144.38,refund
8415,ue011589f,143.33,sale
8416,ua6ea2f89,984.78,sale
8417,u10bb9759,866.62,refund
8418,udf510c85,595.87,sale
8419,u9572ea5b,423.76,refund
8420,uc6ffce94,498.55,sale
8421,ucf67668d,232.84,sale
8422,u76ff9f9e,392.41,sale
8423,ua4b19c6a,677.81,refund
8424,uf672d95c,506.99,refund
8425,ubf9df70a,635.93,refund
8426,ub0b4b875,334.28,refund
8427,ub96bf151,56.77,sale
8428,u1f5eb0dc,740.2,sale
8429,ua7690434,4.33,sale
8430,ue712b60c,415.73,sale
8431,ubd73fd98,868.6,sale
8432,ua8fbabe3,53.08,refund
8433,u5cf221dd,111.71,sale
8434,ucf7e293f,677.0,refund
8435,u1dd6951d,698.03,refund
8436,u3a7099fa,170.37,sale
8437,u2c800b94,843.71,sale
8438,u88f8c915,475.65,refund
8439,ubce16aad,35.73,refund
8440,ub55ed799,272.89,refund
8441,uc30f6159,65.24,sale
8442,u8c58892d,308.0,refund
8443,u8216920e,272.26,refund
8444,ucb36c91d,631.75,sale
8445,uabb86fc6,64.43,sale
8446,uf71a8c8d,168.68,sale
8447,ub46baf2d,434.17,refund
8448,uae67def3,401.85,sale
8449,u167f2304,537.09,sale
8450,u9566489b,548.08,sale
8451,uc4d61689,762.62,refund
8452,ue60d8a7e,372.7,sale
8453,u0010aeac,307.37,refund
8454,u3d33d93b,564.24,sale
8455,u64bd441b,246.92,refund
8456,u329277d4,816.48,refund
8457,u097205b8,80.41,sale
8458,uea27dedf,317.54,refund
8459,ua5e38fe8,564.96,refund
8460,u2b6acbdc,693.4,sale
8461,u8b1925aa,871.76,sale
8462,u64e18778,734.9,refund
8463,u092a0b88,453.15,refund
8464,u95317d03,580.98,sale
8465,u0077936c,350.52,refund
8466,ue9b5554f,359.88,refund
8467,ua66f196c,307.52,sale
8468,ud16c7a84,802.33,sale
8469,uf8268cdb,772.36,sale
8470,ue151dd27,530.19,sale
8471,u072becdc,77.03,sale
8472,ud789bc83,434.46,sale
8473,u88a093e8,655.84,sale
8474,uc19c2429,685.41,refund
8475,uad26cec6,2.82,sale
8476,uadc98a13,926.06,refund
8477,u36ebdcae,107.53,refund
8478,u6911c2ea,104.86,sale
8479,u2c34331f,942.84,sale
8480,u4aad7064,858.51,refund
8481,ua889379e,311.88,refund
8482,u7b26e5d9,932.54,refund
8483,u997e3143,198.49,sale
8484,ua0d3b31b,810.51,refund
8485,uad626f04,467.13,refund
8486,uf1b7e781,460.58,sale
8487,u25d28137,283.27,refund
8488,u8433b4a1,866.02,refund
8489,ue92b80aa,886.47,refund
8490,uc3d7b4ae,129.29,refund
8491,u68859e65,929.19,sale
8492,u4a1e897c,911.46,sale
8493,u317ab7f3,341.55,refund
8494,ub1f067e4,748.57,refund
8495,ucb8c889d,82.3,refund
8496,u7df1c4c5,323.19,sale
8497,ue46844a0,106.85,sale
8498,uaceaff40,927.21,sale
8499,u43611a70,19.71,refund
8500,uded6b24b,344.92,sale
8501,ue1fe7e27,40.27,sale
8502,u96a291ba,534.75,refund
8503,u57e8ac63,573.54,refund
8504,u5bc9e08f,490.38,refund
8505,u28222da5,115.03,sale
8506,u86eefaa5,465.59,sale
8507,u55c8df42,437.89,refund
8508,u1307df57,832.75,sale
8509,u3cd1c6e2,696.9,refund
8510,ud175a7fa,395.25,refund
8511,ub659dece,832.6,sale
8512,ufaa32c85,380.65,refund
8513,u947a1a5f,692.02,sale
8514,u81d405ee,862.24,sale
8515,uc52eff05,745.13,sale
8516,uc63341f7,301.79,refund
8517,u90046180,374.57,refund
8518,u43f55c5e,605.05,refund
8519,ub64331f0,810.7,sale
8520,uf872aa20,24.37,sale
8521,ub02589e1,727.85,sale
8522,ubcc99da6,655.51,sale
8523,uf1191f6a,974.09,refund
8524,u850fc9fa,360.93,sale
8525,u6294875e,614.8,sale
8526,u84a6c5fe,764.91,refund
8527,u34cf4853,828.09,refund
8528,u42c5fe6f,102.14,refund
8529,u2870b24f,186.33,sale
8530,u127c2751,235.34,sale
8531,u9e483f4e,309.95,refund
8532,u3e5d280b,901.43,sale
8533,u191b06e6,630.67,refund
8534,u539ae2b6,787.31,refund
8535,u5af5b031,494.12,sale
8536,u05baaebf,206.1,refund
8537,u02dd0c82,798.95,sale
8538,u77bc460b,569.84,refund
8539,u28f9e370,875.46,refund
8540,u9735afd3,15.87,refund
8541,u046d0dd6,671.88,refund
8542,u9586b65d,387.8,sale
8543,uaa861d18,922.27,refund
8544,u171eedbc,859.26,sale
8545,u8891fa85,871.49,refund
8546,ue704e059,234.45,refund
8547,u9e2740b1,59.95,sale
8548,u90c90f4b,637.47,refund
8549,u0049ebb5,359.02,refund
8550,u5107d1e3,412.5,refund
8551,u4fe8b1bb,700.64,refund
8552,u753c95a7,380.68,refund
8553,u0a84f91e,503.58,sale
8554,uc4c9f3bf,187.62,sale
8555,ue300779c,476.54,sale
8556,ue250ac9f,76.95,sale
8557,u90af9c3f,776.13,refund
8558,u7087bc1b,309.0,sale
8559,uf02b062c,29.16,refund
8560,uc46fba19,430.67,refund
8561,uc657a3d3,981.76,refund
8562,u623a7486,426.97,refund
8563,ud04737d2,686.04,sale
8564,ueb00df88,668.11,sale
8565,u350da026,219.53,sale
8566,u362544b9,978.82,sale
8567,uba6b5bd8,472.86,sale
8568,u48e4fa5e,166.48,sale
8569,u1caede4d,356.84,refund
8570,u59aeedb6,749.64,refund
8571,uf0111804,336.9,sale
8572,u47c78ba6,290.91,refund
8573,u53a3ac36,559.3,sale
8574,u02a6e593,85.99,refund
8575,u2e1a1d7d,962.89,sale
8576,u2d5db1d7,835.61,sale
8577,ud7866928,172.32,refund
8578,u4e015c62,511.51,sale
8579,u2cee8e98,572.67,sale
8580,u7267d632,726.62,sale
8581,u0a21fa6b,773.65,refund
8582,ub241264f,662.15,refund
8583,uf1aebf57,885.84,sale
8584,ub8c0bffc,39.76,refund
8585,u43293f52,445.28,refund
8586,u82b38018,746.79,sale
8587,u214b2d2f,602.17,refund
8588,ufc73e82a,778.74,refund
8589,ue504448d,348.19,sale
8590,u4527dcd2,89.58,refund
8591,uc3d87038,598.59,sale
8592,u07aff269,738.6,sale
8593,u1a9f192c,407.31,sale
8594,u16ac0887,629.0,refund
8595,u5c05df16,515.57,sale
8596,u30148645,879.33,refund
8597,uf1e4ba1f,322.76,refund
8598,u54039771,23.95,sale
8599,ud9d5414f,332.2,sale
8600,u1f4a1e2e,754.21,refund
8601,u8ea0cf96,491.79,refund
8602,ufde1d9c4,50.12,sale
8603,u0864b1a3,252.87,sale
8604,u4051251e,934.0,refund
8605,u0f1593a8,223.28,sale
8606,uceba2d80,700.64,refund
8607,udebb4a14,149.84,sale
8608,u7e979b0e,728.64,sale
8609,u8dddce89,882.73,refund
8610,u5b42648d,448.08,refund
8611,uec603ffa,143.84,refund
8612,uc53ee39a,833.02,sale
8613,uabbe7630,402.48,refund
8614,u76b75393,697.22,refund
8615,uc177fe2e,969.87,sale
8616,u5b52e40b,879.33,refund
8617,u31700b53,631.37,refund
8618,u9f7d4d4e,39.31,refund
8619,u42f4abbe,461.73,refund
8620,u9d45a693,644.64,sale
8621,u9560f8e8,591.45,sale
8622,u7f1c3a95,524.63,refund
8623,uf6e14a5e,943.67,sale
8624,u6cddaf69,126.08,refund
8625,uc15c7a98,270.42,sale
8626,u8501480d,301.02,sale
8627,u7d7b9cc9,567.25,sale
8628,u9d691cf6,96.43,sale
8629,u8ae81bf7,426.02,sale
8630,uc8712cca,718.08,sale
8631,ud2d831cf,586.52,refund
8632,u00034528,724.39,refund
8633,u21526d51,200.67,refund
8634,ue483aa40,982.5,sale
8635,ue2a899b1,191.54,sale
8636,u8445cb23,931.34,sale
8637,uc57c5f06,150.2,sale
8638,u96f40c24,570.18,sale
8639,u6b61f7d2,940.95,sale
8640,u695936dd,304.47,refund
8641,u9ab99ee0,328.54,sale
8642,u1e5d8b8a,166.49,sale
8643,u8db2edd0,827.06,sale
8644,u83a464f1,244.73,refund
8645,ucd920e49,133.9,refund
8646,ue9614ed7,501.77,refund
8647,u55df9312,331.04,sale
8648,u1cf87a8c,846.86,refund
8649,ubeae769a,178.14,sale
8650,u604e2668,447.15,sale
8651,ufe58041c,149.09,refund
8652,uffebc6d6,82.5,refund
8653,u8de17e00,877.33,sale
8654,u21d2a892,276.1,sale
8655,uac7502de,893.91,refund
8656,ud47a23e9,589.65,sale
8657,u5b4029cb,814.93,refund
8658,u084b6d76,123.97,refund
8659,ubebaa1eb,173.42,sale
8660,u3d3ba74e,758.73,sale
8661,u26690b85,660.35,sale
8662,ue7a64eaf,406.54,sale
8663,u223b9d7d,55.81,sale
8664,u6d51e973,489.32,sale
8665,u50f2b448,902.71,refund
8666,u437f69eb,536.21,sale
8667,udb3764b6,685.49,sale
8668,u2aec590e,979.6,refund
8669,u3ad38d4f,790.92,sale
8670,u26213455,67.83,sale
8671,ube3f710c,366.57,refund
8672,ufb235b0f,375.71,refund
8673,u2fb45231,574.26,sale
8674,u0e3caf8d,845.78,refund
8675,u977aeba7,50.35,refund
8676,ud8a94f10,816.46,refund
8677,u208f8b6d,483.67,refund
8678,u7bae17b7,604.79,sale
8679,u1ac95360,870.18,refund
8680,uaeb8e5d2,486.51,sale
8681,u80254b83,199.97,refund
8682,u7f60a1eb,312.45,sale
8683,u245ba519,689.2,refund
8684,u45d0bc07,46.94,refund
8685,u084e7652,299.11,refund
8686,ub053c60f,608.5,refund
8687,u96fa92a3,391.54,sale
8688,ua5e64654,281.78,refund
8689,ue1d282ba,193.31,refund
8690,u3df6b34c,807.97,sale
8691,uab6a4039,92.13,sale
8692,u52891dc3,41.72,sale
8693,u75158ba3,97.71,sale
8694,u9caf7e43,124.22,sale
8695,ued6f3f12,2.48,refund
8696,ubd8a852d,768.51,refund
8697,ue08ed23a,874.61,sale
8698,ud6bb8bad,37.94,sale
8699,u4bc60fd3,496.59,sale
8700,u3a421eb9,61.88,refund
8701,u22b5ecf2,505.18,sale
8702,uf9f8580f,811.38,refund
8703,uf15a1af4,713.88,refund
8704,u4a4bd620,171.52,sale
8705,u4eab5db3,677.99,refund
8706,ud884390f,760.28,refund
8707,u876aaebc,486.18,sale
8708,u7bfbd0a2,613.46,refund
8709,u77de1b9d,764.12,sale
8710,uc03479b9,187.71,sale
8711,ucca0f0cd,728.33,refund
8712,u98f6a88b,888.2,refund
8713,u490bbb01,107.31,sale
8714,u4f21a0f5,845.52,sale
8715,u34e6ca4d,884.02,refund
8716,u4daef79a,428.49,sale
8717,u6fff72b8,209.78,refund
8718,u7ec89b67,170.91,sale
8719,u9a29894c,86.5,refund
8720,u2d65e493,540.16,refund
8721,u73313ec4,565.02,refund
8722,ued0851d8,891.67,sale
8723,ub68d4f11,231.84,refund
8724,u49362606,970.33,sale
8725,u39186be0,999.07,sale
8726,ud12d31f3,908.95,refund
8727,u0b146b3c,818.79,sale
8728,u3028c285,776.13,sale
8729,u45654421,476.25,sale
8730,uadb068c9,273.24,refund
8731,u3fd8eafe,317.43,refund
8732,uba063168,337.33,sale
8733,u986277e0,508.14,sale
8734,u349f72d6,340.04,refund
8735,u38d6f155,553.54,sale
8736,u35276c66,603.62,sale
8737,u46044182,461.91,sale
8738,u521fdc6f,2.13,refund
8739,u870c6ae7,516.66,sale
8740,u123314fa,70.12,refund
8741,u64270234,319.86,sale
8742,uab1f4004,341.22,refund
8743,u9307ef85,974.59,sale
8744,ue50747bf,57.45,refund
8745,u3936bc82,456.31,refund
8746,u044ccf86,984.32,refund
8747,uf199b65d,764.17,sale
8748,uee0b4b7e,542.75,sale
8749,udfe0b939,712.21,sale
8750,u2330fcbe,273.92,refund
8751,u0d4394e1,478.16,refund
8752,u4389739f,887.57,sale
8753,u8b4ca0f7,955.1,refund
8754,u8c6c32d0,703.53,refund
8755,u6792fdb9,505.0,sale
8756,u9f02cae0,107.19,refund
8757,u26148bcc,306.26,sale
8758,u32646a2a,47.05,refund
8759,ue9ff44a5,137.13,sale
8760,u0aa256a6,728.09,sale
8761,u2caff374,249.55,sale
8762,u32f7121a,722.7,refund
8763,ua2ab9782,716.27,sale
8764,u0a196be7,769.55,sale
8765,u7562c61c,923.84,refund
8766,u56b7e27e,142.89,refund
8767,uc32ee799,929.44,refund
8768,u24f45c72,539.35,sale
8769,u1c9b9efb,300.68,refund
8770,uee6c0d16,72.36,refund
8771,u5a0accda,426.41,sale
8772,u5a26922c,604.94,refund
8773,u9f11fb03,546.26,refund
8774,u3ea4ed25,222.52,refund
8775,u26daf41d,678.92,refund
8776,u3e560b1f,163.4,sale
8777,u894ca075,919.4,refund
8778,u6d15a4d7,353.9,refund
8779,u7c9709fc,569.57,refund
8780,ua2ef8bf0,891.33,sale
8781,u3eb0f30a,757.41,refund
8782,u3e8c74f4,99.73,refund
8783,ue4671977,725.58,refund
8784,u2aafd58d,623.08,refund
8785,uad500d33,511.85,sale
8786,ubb2d6bfa,3.98,sale
8787,u75d74e05,255.84,refund
8788,ua99e598f,361.58,sale
8789,u63d591ee,624.4,refund
8790,u51dab009,137.31,sale
8791,u4be39d4d,244.05,refund
8792,u825a72df,522.22,sale
8793,uf5f1757b,398.34,refund
8794,u062b0191,734.13,refund
8795,u320cbc72,497.66,sale
8796,u6d1c8bff,469.26,refund
8797,u67d118c7,260.45,sale
8798,uf23b1ed6,92.42,sale
8799,ufb43a89a,223.54,refund
8800,u3a75429a,649.63,sale
8801,u66b4349d,527.57,refund
8802,ua0bf3298,360.38,refund
8803,udd7d4edb,601.49,sale
8804,u3b354342,852.03,sale
8805,u8c52b280,384.88,sale
8806,u5b215723,334.75,sale
8807,u549b206a,520.82,sale
8808,u06aad091,233.6,sale
8809,u0472d186,450.04,sale
8810,u764c10ed,452.94,refund
8811,ud30b38aa,620.31,sale
8812,u6f5415b3,533.16,sale
8813,u2f5f74da,355.5,sale
8814,u70cfc83a,398.41,sale
8815,ufa59d01e,848.69,sale
8816,ub9541752,682.49,sale
8817,uee87da10,368.36,refund
8818,ub5d6bf2f,700.33,sale
8819,uecee9ec5,409.58,sale
8820,uf74d3f9f,150.66,refund
8821,ue3d91410,130.41,refund
8822,u4a02ac9b,437.7,refund
